pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value
2.572.628.12,2,572,628,12,14.9
2.572.628.13,2,572,628,13,18
2.572.628.14,2,572,628,14,6.4
2.573.629.9,2,573,629,9,1.2
2.573.629.10,2,573,629,10,1.22
2.573.629.11,2,573,629,11,0.11
2.574.630.9,2,574,630,9,1.39
2.574.630.10,2,574,630,10,1.49
2.574.630.11,2,574,630,11,0.14
2.575.631.1,2,575,631,1,7.64
2.575.631.2,2,575,631,2,2.29
2.575.631.3,2,575,631,3,5.81
2.575.631.4,2,575,631,4,11.6
2.575.631.5,2,575,631,5,28.46
2.575.631.6,2,575,631,6,34.85
2.575.631.7,2,575,631,7,9.33
2.576.632.1,2,576,632,1,12.91
2.576.632.2,2,576,632,2,6.02
2.576.632.3,2,576,632,3,5.5
2.576.632.4,2,576,632,4,11.24
2.576.632.5,2,576,632,5,29.14
2.576.632.6,2,576,632,6,28.14
2.576.632.7,2,576,632,7,7.04
2.577.633.9,2,577,633,9,1
2.577.633.10,2,577,633,10,1.01
2.577.633.11,2,577,633,11,0.08
2.578.634.9,2,578,634,9,0.7
2.578.634.10,2,578,634,10,0.77
2.578.634.11,2,578,634,11,0.06
2.579.635.8,2,579,635,8,6.4
2.579.635.12,2,579,635,12,8.3
2.579.635.13,2,579,635,13,21
2.579.635.14,2,579,635,14,5.9
2.580.636.9,2,580,636,9,1.03
2.580.636.10,2,580,636,10,1.08
2.580.636.11,2,580,636,11,0.1
2.581.637.1,2,581,637,1,5.32
2.581.637.2,2,581,637,2,1.35
2.581.637.3,2,581,637,3,5.23
2.581.637.4,2,581,637,4,7.68
2.581.637.5,2,581,637,5,31.53
2.581.637.6,2,581,637,6,38.94
2.581.637.7,2,581,637,7,9.95
2.582.638.9,2,582,638,9,0.71
2.582.638.10,2,582,638,10,0.77
2.582.638.11,2,582,638,11,0.07
2.583.639.8,2,583,639,8,6
2.583.639.12,2,583,639,12,5.3
2.583.639.13,2,583,639,13,14
2.583.639.14,2,583,639,14,4.2
2.584.640.8,2,584,640,8,6.4
2.584.640.12,2,584,640,12,13.9
2.584.640.13,2,584,640,13,28
2.584.640.14,2,584,640,14,9.7
2.585.641.9,2,585,641,9,1.4
2.585.641.10,2,585,641,10,1.41
2.585.641.11,2,585,641,11,0.12
2.585.642.9,2,585,642,9,1
2.585.642.10,2,585,642,10,1.09
2.585.642.11,2,585,642,11,0.1
2.586.643.1,2,586,643,1,5.86
2.586.643.2,2,586,643,2,0.39
2.586.643.3,2,586,643,3,7.19
2.586.643.4,2,586,643,4,7.9
2.586.643.5,2,586,643,5,36.81
2.586.643.6,2,586,643,6,35.51
2.586.643.7,2,586,643,7,6.33
2.587.644.8,2,587,644,8,5.9
2.587.644.12,2,587,644,12,8.6
2.587.644.13,2,587,644,13,21
2.587.644.14,2,587,644,14,4.3
2.588.645.9,2,588,645,9,1.21
2.588.645.10,2,588,645,10,1.23
2.588.645.11,2,588,645,11,0.11
2.589.646.1,2,589,646,1,4.14
2.589.646.2,2,589,646,2,1.66
2.589.646.3,2,589,646,3,4.93
2.589.646.4,2,589,646,4,13
2.589.646.5,2,589,646,5,33.93
2.589.646.6,2,589,646,6,34.31
2.589.646.7,2,589,646,7,8.03
2.590.647.1,2,590,647,1,8.93
2.590.647.2,2,590,647,2,3.76
2.590.647.3,2,590,647,3,3.42
2.590.647.4,2,590,647,4,12.53
2.590.647.5,2,590,647,5,31.03
2.590.647.6,2,590,647,6,32.8
2.590.647.7,2,590,647,7,7.53
2.591.648.8,2,591,648,8,6.2
2.591.648.12,2,591,648,12,7.1
2.591.648.13,2,591,648,13,22
2.591.648.14,2,591,648,14,5.5
2.592.649.1,2,592,649,1,7.96
2.592.649.2,2,592,649,2,2.07
2.592.649.3,2,592,649,3,5.72
2.592.649.4,2,592,649,4,9.34
2.592.649.5,2,592,649,5,36.22
2.592.649.6,2,592,649,6,31.17
2.592.649.7,2,592,649,7,7.52
2.593.650.8,2,593,650,8,6.6
2.593.650.12,2,593,650,12,15.6
2.593.650.13,2,593,650,13,29
2.593.650.14,2,593,650,14,9.5
2.594.651.9,2,594,651,9,1.02
2.594.651.10,2,594,651,10,1.04
2.594.651.11,2,594,651,11,0.09
2.595.652.1,2,595,652,1,8.72
2.595.652.2,2,595,652,2,5.94
2.595.652.3,2,595,652,3,9.31
2.595.652.4,2,595,652,4,14.78
2.595.652.5,2,595,652,5,31.8
2.595.652.6,2,595,652,6,24.82
2.595.652.7,2,595,652,7,4.63
2.596.653.9,2,596,653,9,0.9
2.596.653.10,2,596,653,10,0.94
2.596.653.11,2,596,653,11,0.08
2.597.654.1,2,597,654,1,5.69
2.597.654.2,2,597,654,2,1.97
2.597.654.3,2,597,654,3,4.41
2.597.654.4,2,597,654,4,19.7
2.597.654.5,2,597,654,5,35.45
2.597.654.6,2,597,654,6,28.4
2.597.654.7,2,597,654,7,4.38
2.598.655.1,2,598,655,1,1.14
2.598.655.2,2,598,655,2,3.77
2.598.655.3,2,598,655,3,1.33
2.598.655.4,2,598,655,4,8.68
2.598.655.5,2,598,655,5,28.14
2.598.655.6,2,598,655,6,45.86
2.598.655.7,2,598,655,7,11.08
2.599.656.8,2,599,656,8,4.7
2.599.656.12,2,599,656,12,7.5
2.599.656.13,2,599,656,13,15
2.599.656.14,2,599,656,14,5
2.600.657.9,2,600,657,9,1.04
2.600.657.10,2,600,657,10,1.06
2.600.657.11,2,600,657,11,0.09
2.601.658.9,2,601,658,9,1.36
2.601.658.10,2,601,658,10,1.38
2.601.658.11,2,601,658,11,0.13
2.602.659.8,2,602,659,8,5.5
2.602.659.12,2,602,659,12,9.3
2.602.659.13,2,602,659,13,18
2.602.659.14,2,602,659,14,5.3
2.603.660.9,2,603,660,9,0.94
2.603.660.10,2,603,660,10,0.95
2.603.660.11,2,603,660,11,0.08
2.604.661.9,2,604,661,9,1.31
2.604.661.10,2,604,661,10,1.31
2.604.661.11,2,604,661,11,0.13
2.605.662.1,2,605,662,1,6.69
2.605.662.2,2,605,662,2,0.81
2.605.662.3,2,605,662,3,9.41
2.605.662.4,2,605,662,4,11.13
2.605.662.5,2,605,662,5,38.17
2.605.662.6,2,605,662,6,28.38
2.605.662.7,2,605,662,7,5.42
2.606.663.9,2,606,663,9,1.24
2.606.663.10,2,606,663,10,1.24
2.606.663.11,2,606,663,11,0.12
2.607.664.8,2,607,664,8,6.8
2.607.664.12,2,607,664,12,10.3
2.607.664.13,2,607,664,13,27
2.607.664.14,2,607,664,14,9.3
2.608.665.1,2,608,665,1,1.61
2.608.665.2,2,608,665,2,2.84
2.608.665.3,2,608,665,3,1.46
2.608.665.4,2,608,665,4,6.6
2.608.665.5,2,608,665,5,36.55
2.608.665.6,2,608,665,6,42.1
2.608.665.7,2,608,665,7,8.84
2.609.666.8,2,609,666,8,5.4
2.609.666.12,2,609,666,12,7.5
2.609.666.13,2,609,666,13,23
2.609.666.14,2,609,666,14,10
2.610.667.9,2,610,667,9,1.08
2.610.667.10,2,610,667,10,1.12
2.610.667.11,2,610,667,11,0.1
2.611.668.1,2,611,668,1,12.82
2.611.668.2,2,611,668,2,6.15
2.611.668.3,2,611,668,3,5.87
2.611.668.4,2,611,668,4,12.55
2.611.668.5,2,611,668,5,31.89
2.611.668.6,2,611,668,6,25.07
2.611.668.7,2,611,668,7,5.66
2.612.669.1,2,612,669,1,2.39
2.612.669.2,2,612,669,2,2.28
2.612.669.3,2,612,669,3,0.82
2.612.669.4,2,612,669,4,8.09
2.612.669.5,2,612,669,5,27.58
2.612.669.6,2,612,669,6,47.38
2.612.669.7,2,612,669,7,11.44
2.613.670.8,2,613,670,8,5.3
2.613.670.12,2,613,670,12,8.3
2.613.670.13,2,613,670,13,24
2.613.670.14,2,613,670,14,6.6
2.614.671.1,2,614,671,1,10.9
2.614.671.2,2,614,671,2,0.76
2.614.671.3,2,614,671,3,6.14
2.614.671.4,2,614,671,4,13.37
2.614.671.5,2,614,671,5,32.14
2.614.671.6,2,614,671,6,29.93
2.614.671.7,2,614,671,7,6.75
2.615.672.1,2,615,672,1,4.28
2.615.672.2,2,615,672,2,0.12
2.615.672.3,2,615,672,3,4.37
2.615.672.4,2,615,672,4,7.24
2.615.672.5,2,615,672,5,34.99
2.615.672.6,2,615,672,6,41.14
2.615.672.7,2,615,672,7,7.86
2.616.673.1,2,616,673,1,2.71
2.616.673.2,2,616,673,2,1.22
2.616.673.3,2,616,673,3,3.04
2.616.673.4,2,616,673,4,7.39
2.616.673.5,2,616,673,5,37.2
2.616.673.6,2,616,673,6,41.38
2.616.673.7,2,616,673,7,7.06
2.617.674.8,2,617,674,8,4.4
2.617.674.12,2,617,674,12,7.7
2.617.674.13,2,617,674,13,17
2.617.674.14,2,617,674,14,3.5
2.618.675.8,2,618,675,8,6.7
2.618.675.12,2,618,675,12,11.4
2.618.675.13,2,618,675,13,30
2.618.675.14,2,618,675,14,10.9
2.619.676.9,2,619,676,9,1.3
2.619.676.10,2,619,676,10,1.32
2.619.676.11,2,619,676,11,0.12
2.620.677.8,2,620,677,8,5.1
2.620.677.12,2,620,677,12,4.9
2.620.677.13,2,620,677,13,14
2.620.677.14,2,620,677,14,5.3
2.621.678.8,2,621,678,8,5.5
2.621.678.12,2,621,678,12,4.2
2.621.678.13,2,621,678,13,17
2.621.678.14,2,621,678,14,7.2
2.622.679.1,2,622,679,1,5.34
2.622.679.2,2,622,679,2,4.17
2.622.679.3,2,622,679,3,3.98
2.622.679.4,2,622,679,4,19.47
2.622.679.5,2,622,679,5,28.82
2.622.679.6,2,622,679,6,30.28
2.622.679.7,2,622,679,7,7.92
2.623.680.8,2,623,680,8,5.5
2.623.680.12,2,623,680,12,7.2
2.623.680.13,2,623,680,13,16
2.623.680.14,2,623,680,14,9.9
2.624.681.9,2,624,681,9,0.81
2.624.681.10,2,624,681,10,0.81
2.624.681.11,2,624,681,11,0.08
2.625.682.1,2,625,682,1,7.35
2.625.682.2,2,625,682,2,1.59
2.625.682.3,2,625,682,3,4.9
2.625.682.4,2,625,682,4,9.88
2.625.682.5,2,625,682,5,26.94
2.625.682.6,2,625,682,6,37.87
2.625.682.7,2,625,682,7,11.46
2.626.683.8,2,626,683,8,5.9
2.626.683.12,2,626,683,12,5.7
2.626.683.13,2,626,683,13,9
2.626.683.14,2,626,683,14,2.6
2.627.684.9,2,627,684,9,1.33
2.627.684.10,2,627,684,10,1.35
2.627.684.11,2,627,684,11,0.12
2.628.685.1,2,628,685,1,4.76
2.628.685.2,2,628,685,2,1.08
2.628.685.3,2,628,685,3,4.67
2.628.685.4,2,628,685,4,9.58
2.628.685.5,2,628,685,5,38.4
2.628.685.6,2,628,685,6,33.48
2.628.685.7,2,628,685,7,8.03
2.629.686.8,2,629,686,8,6
2.629.686.12,2,629,686,12,7
2.629.686.13,2,629,686,13,10
2.629.686.14,2,629,686,14,3.8
2.630.687.1,2,630,687,1,3.94
2.630.687.2,2,630,687,2,1.01
2.630.687.3,2,630,687,3,2.87
2.630.687.4,2,630,687,4,7.45
2.630.687.5,2,630,687,5,38.04
2.630.687.6,2,630,687,6,36.22
2.630.687.7,2,630,687,7,10.47
2.631.688.9,2,631,688,9,0.86
2.631.688.10,2,631,688,10,0.86
2.631.688.11,2,631,688,11,0.08
2.632.689.9,2,632,689,9,1.09
2.632.689.10,2,632,689,10,1.11
2.632.689.11,2,632,689,11,0.1
2.633.690.1,2,633,690,1,0.29
2.633.690.2,2,633,690,2,1.8
2.633.690.3,2,633,690,3,0.52
2.633.690.4,2,633,690,4,1.64
2.633.690.5,2,633,690,5,8.13
2.633.690.6,2,633,690,6,68.3
2.633.690.7,2,633,690,7,19.3
2.634.691.1,2,634,691,1,2.19
2.634.691.2,2,634,691,2,0.9
2.634.691.3,2,634,691,3,3.16
2.634.691.4,2,634,691,4,9.79
2.634.691.5,2,634,691,5,31.81
2.634.691.6,2,634,691,6,43.3
2.634.691.7,2,634,691,7,8.84
2.635.692.9,2,635,692,9,0.32
2.635.692.10,2,635,692,10,0.32
2.635.692.11,2,635,692,11,0.02
2.636.693.8,2,636,693,8,4.6
2.636.693.12,2,636,693,12,4.6
2.636.693.13,2,636,693,13,5
2.636.693.14,2,636,693,14,2.1
2.637.694.1,2,637,694,1,6.48
2.637.694.2,2,637,694,2,3.68
2.637.694.3,2,637,694,3,1.64
2.637.694.4,2,637,694,4,9.85
2.637.694.5,2,637,694,5,35.16
2.637.694.6,2,637,694,6,35.84
2.637.694.7,2,637,694,7,7.34
2.638.695.8,2,638,695,8,5.3
2.638.695.12,2,638,695,12,4.6
2.638.695.13,2,638,695,13,5
2.638.695.14,2,638,695,14,3
2.639.696.8,2,639,696,8,4.9
2.639.696.12,2,639,696,12,5.3
2.639.696.13,2,639,696,13,7
2.639.696.14,2,639,696,14,3.4
2.640.697.8,2,640,697,8,6.3
2.640.697.12,2,640,697,12,7.6
2.640.697.13,2,640,697,13,19
2.640.697.14,2,640,697,14,7
2.641.698.8,2,641,698,8,5.6
2.641.698.12,2,641,698,12,7.6
2.641.698.13,2,641,698,13,17
2.641.698.14,2,641,698,14,4.3
2.642.699.9,2,642,699,9,1.58
2.642.699.10,2,642,699,10,1.6
2.642.699.11,2,642,699,11,0.14
2.643.700.1,2,643,700,1,13.11
2.643.700.2,2,643,700,2,3.83
2.643.700.3,2,643,700,3,9.94
2.643.700.4,2,643,700,4,26.44
2.643.700.5,2,643,700,5,26.41
2.643.700.6,2,643,700,6,15.67
2.643.700.7,2,643,700,7,4.61
2.644.701.9,2,644,701,9,1.64
2.644.701.10,2,644,701,10,1.66
2.644.701.11,2,644,701,11,0.15
2.645.702.8,2,645,702,8,5.8
2.645.702.12,2,645,702,12,9.3
2.645.702.13,2,645,702,13,15
2.645.702.14,2,645,702,14,4.6
2.646.703.8,2,646,703,8,6.6
2.646.703.12,2,646,703,12,15.2
2.646.703.13,2,646,703,13,32
2.646.703.14,2,646,703,14,5.1
2.647.704.1,2,647,704,1,2.88
2.647.704.2,2,647,704,2,0.85
2.647.704.3,2,647,704,3,3.21
2.647.704.4,2,647,704,4,6.96
2.647.704.5,2,647,704,5,27.91
2.647.704.6,2,647,704,6,41.5
2.647.704.7,2,647,704,7,16.69
2.648.705.8,2,648,705,8,6.4
2.648.705.12,2,648,705,12,15.5
2.648.705.13,2,648,705,13,10
2.648.705.14,2,648,705,14,3.8
2.649.706.9,2,649,706,9,1.21
2.649.706.10,2,649,706,10,1.25
2.649.706.11,2,649,706,11,0.11
2.650.707.8,2,650,707,8,6.3
2.650.707.12,2,650,707,12,7.6
2.650.707.13,2,650,707,13,30
2.650.707.14,2,650,707,14,4.7
2.651.708.1,2,651,708,1,29.35
2.651.708.2,2,651,708,2,0.04
2.651.708.3,2,651,708,3,7
2.651.708.4,2,651,708,4,17.85
2.651.708.5,2,651,708,5,26.21
2.651.708.6,2,651,708,6,15.68
2.651.708.7,2,651,708,7,3.87
2.652.709.1,2,652,709,1,21.41
2.652.709.2,2,652,709,2,3.13
2.652.709.3,2,652,709,3,8.79
2.652.709.4,2,652,709,4,9.66
2.652.709.5,2,652,709,5,34.65
2.652.709.6,2,652,709,6,18.56
2.652.709.7,2,652,709,7,3.8
2.653.710.9,2,653,710,9,1.86
2.653.710.10,2,653,710,10,1.88
2.653.710.11,2,653,710,11,0.17
2.654.711.1,2,654,711,1,11.47
2.654.711.2,2,654,711,2,3.03
2.654.711.3,2,654,711,3,6.79
2.654.711.4,2,654,711,4,17.39
2.654.711.5,2,654,711,5,31.56
2.654.711.6,2,654,711,6,24.62
2.654.711.7,2,654,711,7,5.13
2.655.712.9,2,655,712,9,0.58
2.655.712.10,2,655,712,10,0.59
2.655.712.11,2,655,712,11,0.05
2.656.713.9,2,656,713,9,0.48
2.656.713.10,2,656,713,10,0.5
2.656.713.11,2,656,713,11,0.04
2.657.714.1,2,657,714,1,3.07
2.657.714.2,2,657,714,2,1.48
2.657.714.3,2,657,714,3,3.36
2.657.714.4,2,657,714,4,7.5
2.657.714.5,2,657,714,5,34.76
2.657.714.6,2,657,714,6,39.75
2.657.714.7,2,657,714,7,10.08
2.658.715.1,2,658,715,1,3.11
2.658.715.2,2,658,715,2,1.19
2.658.715.3,2,658,715,3,2.15
2.658.715.4,2,658,715,4,5.56
2.658.715.5,2,658,715,5,29.66
2.658.715.6,2,658,715,6,45.83
2.658.715.7,2,658,715,7,12.49
2.659.716.8,2,659,716,8,6.6
2.659.716.12,2,659,716,12,14.5
2.659.716.13,2,659,716,13,22
2.659.716.14,2,659,716,14,7.5
2.660.717.8,2,660,717,8,6.6
2.660.717.12,2,660,717,12,5
2.660.717.13,2,660,717,13,17
2.660.717.14,2,660,717,14,6.1
2.661.718.1,2,661,718,1,15.15
2.661.718.2,2,661,718,2,0.02
2.661.718.3,2,661,718,3,5.33
2.661.718.4,2,661,718,4,11.3
2.661.718.5,2,661,718,5,32.7
2.661.718.6,2,661,718,6,30.41
2.661.718.7,2,661,718,7,5.14
2.662.719.8,2,662,719,8,6.7
2.662.719.12,2,662,719,12,21.1
2.662.719.13,2,662,719,13,26
2.662.719.14,2,662,719,14,11.3
2.663.720.1,2,663,720,1,13.57
2.663.720.2,2,663,720,2,3.74
2.663.720.3,2,663,720,3,4.89
2.663.720.4,2,663,720,4,15.53
2.663.720.5,2,663,720,5,34.68
2.663.720.6,2,663,720,6,23.51
2.663.720.7,2,663,720,7,4.08
2.664.721.9,2,664,721,9,1.16
2.664.721.10,2,664,721,10,1.17
2.664.721.11,2,664,721,11,0.11
2.665.722.9,2,665,722,9,1.05
2.665.722.10,2,665,722,10,1.06
2.665.722.11,2,665,722,11,0.09
2.666.723.1,2,666,723,1,4.56
2.666.723.2,2,666,723,2,3.3
2.666.723.3,2,666,723,3,3.11
2.666.723.4,2,666,723,4,6.46
2.666.723.5,2,666,723,5,26.32
2.666.723.6,2,666,723,6,43.28
2.666.723.7,2,666,723,7,12.98
2.667.724.9,2,667,724,9,0.75
2.667.724.10,2,667,724,10,0.77
2.667.724.11,2,667,724,11,0.07
2.668.725.1,2,668,725,1,10.84
2.668.725.2,2,668,725,2,0.51
2.668.725.3,2,668,725,3,5.91
2.668.725.4,2,668,725,4,9.49
2.668.725.5,2,668,725,5,34.31
2.668.725.6,2,668,725,6,31.82
2.668.725.7,2,668,725,7,7.12
2.669.726.1,2,669,726,1,4.23
2.669.726.2,2,669,726,2,4.9
2.669.726.3,2,669,726,3,5.3
2.669.726.4,2,669,726,4,7.09
2.669.726.5,2,669,726,5,23.16
2.669.726.6,2,669,726,6,17.93
2.669.726.7,2,669,726,7,37.38
2.670.727.8,2,670,727,8,7.1
2.670.727.12,2,670,727,12,21.7
2.670.727.13,2,670,727,13,24
2.670.727.14,2,670,727,14,5.3
2.671.728.9,2,671,728,9,1.04
2.671.728.10,2,671,728,10,1.04
2.671.728.11,2,671,728,11,0.09
2.672.729.9,2,672,729,9,1.54
2.672.729.10,2,672,729,10,1.59
2.672.729.11,2,672,729,11,0.13
2.673.730.9,2,673,730,9,0.93
2.673.730.10,2,673,730,10,0.95
2.673.730.11,2,673,730,11,0.09
2.674.731.9,2,674,731,9,1.03
2.674.731.10,2,674,731,10,1.04
2.674.731.11,2,674,731,11,0.09
2.675.732.1,2,675,732,1,3.84
2.675.732.2,2,675,732,2,3.44
2.675.732.3,2,675,732,3,2.94
2.675.732.4,2,675,732,4,9.13
2.675.732.5,2,675,732,5,30.1
2.675.732.6,2,675,732,6,45.58
2.675.732.7,2,675,732,7,4.96
2.676.733.1,2,676,733,1,1.87
2.676.733.2,2,676,733,2,2.41
2.676.733.3,2,676,733,3,2.13
2.676.733.4,2,676,733,4,5.71
2.676.733.5,2,676,733,5,26.15
2.676.733.6,2,676,733,6,44.31
2.676.733.7,2,676,733,7,17.43
2.677.734.9,2,677,734,9,0.88
2.677.734.10,2,677,734,10,0.9
2.677.734.11,2,677,734,11,0.07
2.678.735.1,2,678,735,1,13.13
2.678.735.2,2,678,735,2,4.78
2.678.735.3,2,678,735,3,6.81
2.678.735.4,2,678,735,4,12.06
2.678.735.5,2,678,735,5,27.72
2.678.735.6,2,678,735,6,28.26
2.678.735.7,2,678,735,7,7.24
2.679.736.8,2,679,736,8,6.7
2.679.736.12,2,679,736,12,8.3
2.679.736.13,2,679,736,13,14
2.679.736.14,2,679,736,14,8.3
2.680.737.9,2,680,737,9,0.88
2.680.737.10,2,680,737,10,0.88
2.680.737.11,2,680,737,11,0.07
2.681.738.1,2,681,738,1,2.88
2.681.738.2,2,681,738,2,0.31
2.681.738.3,2,681,738,3,1.43
2.681.738.4,2,681,738,4,8.48
2.681.738.5,2,681,738,5,32.86
2.681.738.6,2,681,738,6,48
2.681.738.7,2,681,738,7,6.04
2.682.739.9,2,682,739,9,0.54
2.682.739.10,2,682,739,10,0.55
2.682.739.11,2,682,739,11,0.05
2.683.740.9,2,683,740,9,1.37
2.683.740.10,2,683,740,10,1.37
2.683.740.11,2,683,740,11,0.12
2.684.741.1,2,684,741,1,4.99
2.684.741.2,2,684,741,2,3.5
2.684.741.3,2,684,741,3,4.74
2.684.741.4,2,684,741,4,16.8
2.684.741.5,2,684,741,5,32.08
2.684.741.6,2,684,741,6,30.53
2.684.741.7,2,684,741,7,7.36
2.685.742.1,2,685,742,1,7.34
2.685.742.2,2,685,742,2,4.73
2.685.742.3,2,685,742,3,7.38
2.685.742.4,2,685,742,4,16.25
2.685.742.5,2,685,742,5,31.25
2.685.742.6,2,685,742,6,26.04
2.685.742.7,2,685,742,7,7.02
2.686.743.8,2,686,743,8,6.6
2.686.743.12,2,686,743,12,10.6
2.686.743.13,2,686,743,13,17
2.686.743.14,2,686,743,14,6.9
2.687.744.9,2,687,744,9,1.02
2.687.744.10,2,687,744,10,1.05
2.687.744.11,2,687,744,11,0.09
2.688.745.9,2,688,745,9,0.86
2.688.745.10,2,688,745,10,0.89
2.688.745.11,2,688,745,11,0.07
2.689.746.1,2,689,746,1,2.81
2.689.746.2,2,689,746,2,2.62
2.689.746.3,2,689,746,3,2.17
2.689.746.4,2,689,746,4,9.16
2.689.746.5,2,689,746,5,24.51
2.689.746.6,2,689,746,6,50.32
2.689.746.7,2,689,746,7,8.42
2.690.747.9,2,690,747,9,0.54
2.690.747.10,2,690,747,10,0.55
2.690.747.11,2,690,747,11,0.04
2.691.748.1,2,691,748,1,13.78
2.691.748.2,2,691,748,2,1.86
2.691.748.3,2,691,748,3,5.7
2.691.748.4,2,691,748,4,12.53
2.691.748.5,2,691,748,5,33.77
2.691.748.6,2,691,748,6,26.62
2.691.748.7,2,691,748,7,5.73
2.692.749.9,2,692,749,9,1.02
2.692.749.10,2,692,749,10,1.05
2.692.749.11,2,692,749,11,0.09
2.693.750.8,2,693,750,8,6.6
2.693.750.12,2,693,750,12,5
2.693.750.13,2,693,750,13,9
2.693.750.14,2,693,750,14,6.9
2.694.751.1,2,694,751,1,2.72
2.694.751.2,2,694,751,2,2.41
2.694.751.3,2,694,751,3,2.18
2.694.751.4,2,694,751,4,7.76
2.694.751.5,2,694,751,5,34.41
2.694.751.6,2,694,751,6,41.44
2.694.751.7,2,694,751,7,9.08
2.695.752.8,2,695,752,8,6.3
2.695.752.12,2,695,752,12,4.3
2.695.752.13,2,695,752,13,12
2.695.752.14,2,695,752,14,4.4
2.696.753.1,2,696,753,1,3.17
2.696.753.2,2,696,753,2,1.77
2.696.753.3,2,696,753,3,2.88
2.696.753.4,2,696,753,4,8.1
2.696.753.5,2,696,753,5,24.93
2.696.753.6,2,696,753,6,46.57
2.696.753.7,2,696,753,7,12.58
2.697.754.9,2,697,754,9,1.36
2.697.754.10,2,697,754,10,1.39
2.697.754.11,2,697,754,11,0.12
2.698.755.9,2,698,755,9,1.16
2.698.755.10,2,698,755,10,1.16
2.698.755.11,2,698,755,11,0.1
2.699.756.8,2,699,756,8,6.8
2.699.756.12,2,699,756,12,14
2.699.756.13,2,699,756,13,7
2.699.756.14,2,699,756,14,9
2.700.757.1,2,700,757,1,2.23
2.700.757.2,2,700,757,2,3.06
2.700.757.3,2,700,757,3,1.24
2.700.757.4,2,700,757,4,7.59
2.700.757.5,2,700,757,5,30.58
2.700.757.6,2,700,757,6,45.69
2.700.757.7,2,700,757,7,9.6
2.701.758.8,2,701,758,8,6.1
2.701.758.12,2,701,758,12,3.1
2.701.758.13,2,701,758,13,13
2.701.758.14,2,701,758,14,6.6
2.702.759.1,2,702,759,1,2.19
2.702.759.2,2,702,759,2,0.06
2.702.759.3,2,702,759,3,1.14
2.702.759.4,2,702,759,4,3.4
2.702.759.5,2,702,759,5,22.09
2.702.759.6,2,702,759,6,57.09
2.702.759.7,2,702,759,7,14.04
2.703.760.8,2,703,760,8,6.1
2.703.760.12,2,703,760,12,7.9
2.703.760.13,2,703,760,13,13
2.703.760.14,2,703,760,14,4.9
2.704.761.1,2,704,761,1,18.09
2.704.761.2,2,704,761,2,3.82
2.704.761.3,2,704,761,3,6.01
2.704.761.4,2,704,761,4,8.59
2.704.761.5,2,704,761,5,26.11
2.704.761.6,2,704,761,6,31.05
2.704.761.7,2,704,761,7,6.32
2.705.762.8,2,705,762,8,6.1
2.705.762.12,2,705,762,12,10.2
2.705.762.13,2,705,762,13,13
2.705.762.14,2,705,762,14,4.6
2.706.763.1,2,706,763,1,10.11
2.706.763.2,2,706,763,2,3.05
2.706.763.3,2,706,763,3,7.06
2.706.763.4,2,706,763,4,7.93
2.706.763.5,2,706,763,5,28.45
2.706.763.6,2,706,763,6,35.11
2.706.763.7,2,706,763,7,8.29
2.707.764.9,2,707,764,9,0.88
2.707.764.10,2,707,764,10,0.9
2.707.764.11,2,707,764,11,0.07
2.708.765.1,2,708,765,1,6.9
2.708.765.2,2,708,765,2,2.88
2.708.765.3,2,708,765,3,6.51
2.708.765.4,2,708,765,4,11.77
2.708.765.5,2,708,765,5,35.54
2.708.765.6,2,708,765,6,29.91
2.708.765.7,2,708,765,7,6.5
2.709.766.1,2,709,766,1,3.65
2.709.766.2,2,709,766,2,1.81
2.709.766.3,2,709,766,3,4.76
2.709.766.4,2,709,766,4,11.07
2.709.766.5,2,709,766,5,33.38
2.709.766.6,2,709,766,6,37.2
2.709.766.7,2,709,766,7,8.13
2.710.767.1,2,710,767,1,3.73
2.710.767.2,2,710,767,2,0.92
2.710.767.3,2,710,767,3,5.25
2.710.767.4,2,710,767,4,11.65
2.710.767.5,2,710,767,5,34.09
2.710.767.6,2,710,767,6,36.15
2.710.767.7,2,710,767,7,8.21
2.711.768.9,2,711,768,9,0.91
2.711.768.10,2,711,768,10,0.91
2.711.768.11,2,711,768,11,0.07
2.712.769.1,2,712,769,1,3.44
2.712.769.2,2,712,769,2,1.61
2.712.769.3,2,712,769,3,0.47
2.712.769.4,2,712,769,4,8.43
2.712.769.5,2,712,769,5,33.48
2.712.769.6,2,712,769,6,38.06
2.712.769.7,2,712,769,7,14.51
2.713.770.8,2,713,770,8,5.9
2.713.770.12,2,713,770,12,9
2.713.770.13,2,713,770,13,10
2.713.770.14,2,713,770,14,5.3
2.714.771.8,2,714,771,8,6.7
2.714.771.12,2,714,771,12,15.9
2.714.771.13,2,714,771,13,26
2.714.771.14,2,714,771,14,5.3
2.715.772.9,2,715,772,9,0.64
2.715.772.10,2,715,772,10,0.68
2.715.772.11,2,715,772,11,0.05
2.716.773.9,2,716,773,9,1.08
2.716.773.10,2,716,773,10,1.1
2.716.773.11,2,716,773,11,0.09
2.717.774.8,2,717,774,8,6.2
2.717.774.12,2,717,774,12,2.9
2.717.774.13,2,717,774,13,20
2.717.774.14,2,717,774,14,9.7
2.718.775.1,2,718,775,1,1.76
2.718.775.2,2,718,775,2,2.09
2.718.775.3,2,718,775,3,1.16
2.718.775.4,2,718,775,4,5.81
2.718.775.5,2,718,775,5,38.09
