pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value
2.1072.1129.9,2,1072,1129,9,1.42
2.1072.1129.10,2,1072,1129,10,1.45
2.1072.1129.11,2,1072,1129,11,0.14
2.1073.1130.8,2,1073,1130,8,6.9
2.1073.1130.12,2,1073,1130,12,74.1
2.1073.1130.13,2,1073,1130,13,13
2.1073.1130.14,2,1073,1130,14,13.6
2.1074.1131.8,2,1074,1131,8,6.5
2.1074.1131.12,2,1074,1131,12,14.7
2.1074.1131.13,2,1074,1131,13,35
2.1074.1131.14,2,1074,1131,14,7.9
2.1075.1132.8,2,1075,1132,8,6.9
2.1075.1132.12,2,1075,1132,12,21.9
2.1075.1132.13,2,1075,1132,13,10
2.1075.1132.14,2,1075,1132,14,12.9
2.1076.1133.1,2,1076,1133,1,5.33
2.1076.1133.2,2,1076,1133,2,4.28
2.1076.1133.3,2,1076,1133,3,0.72
2.1076.1133.4,2,1076,1133,4,3.83
2.1076.1133.5,2,1076,1133,5,49.8
2.1076.1133.6,2,1076,1133,6,25.56
2.1076.1133.7,2,1076,1133,7,10.48
2.1077.1134.1,2,1077,1134,1,3.87
2.1077.1134.2,2,1077,1134,2,4.38
2.1077.1134.3,2,1077,1134,3,1.21
2.1077.1134.4,2,1077,1134,4,7
2.1077.1134.5,2,1077,1134,5,28.43
2.1077.1134.6,2,1077,1134,6,40.9
2.1077.1134.7,2,1077,1134,7,14.21
2.1078.1135.8,2,1078,1135,8,6.2
2.1078.1135.12,2,1078,1135,12,9.8
2.1078.1135.13,2,1078,1135,13,11
2.1078.1135.14,2,1078,1135,14,3.2
2.1079.1136.8,2,1079,1136,8,6.8
2.1079.1136.12,2,1079,1136,12,13.3
2.1079.1136.13,2,1079,1136,13,12
2.1079.1136.14,2,1079,1136,14,6.8
2.1080.1137.1,2,1080,1137,1,1.75
2.1080.1137.2,2,1080,1137,2,0.33
2.1080.1137.3,2,1080,1137,3,0.83
2.1080.1137.4,2,1080,1137,4,1.38
2.1080.1137.5,2,1080,1137,5,10.01
2.1080.1137.6,2,1080,1137,6,43.52
2.1080.1137.7,2,1080,1137,7,42.18
2.1081.1138.9,2,1081,1138,9,0.56
2.1081.1138.10,2,1081,1138,10,0.62
2.1081.1138.11,2,1081,1138,11,0.05
2.1082.1139.8,2,1082,1139,8,6.5
2.1082.1139.12,2,1082,1139,12,10.3
2.1082.1139.13,2,1082,1139,13,16
2.1082.1139.14,2,1082,1139,14,4.2
2.1083.1140.1,2,1083,1140,1,10.05
2.1083.1140.2,2,1083,1140,2,1.98
2.1083.1140.3,2,1083,1140,3,2.34
2.1083.1140.4,2,1083,1140,4,4.21
2.1083.1140.5,2,1083,1140,5,31.21
2.1083.1140.6,2,1083,1140,6,35.75
2.1083.1140.7,2,1083,1140,7,14.44
2.1084.1141.9,2,1084,1141,9,1.18
2.1084.1141.10,2,1084,1141,10,1.19
2.1084.1141.11,2,1084,1141,11,0.11
2.1085.1142.8,2,1085,1142,8,6.9
2.1085.1142.12,2,1085,1142,12,17.4
2.1085.1142.13,2,1085,1142,13,10
2.1085.1142.14,2,1085,1142,14,3.4
2.1086.1143.1,2,1086,1143,1,1.95
2.1086.1143.2,2,1086,1143,2,5.34
2.1086.1143.3,2,1086,1143,3,3.8
2.1086.1143.4,2,1086,1143,4,4.43
2.1086.1143.5,2,1086,1143,5,33.94
2.1086.1143.6,2,1086,1143,6,38.66
2.1086.1143.7,2,1086,1143,7,11.88
2.1087.1144.9,2,1087,1144,9,0.86
2.1087.1144.10,2,1087,1144,10,0.91
2.1087.1144.11,2,1087,1144,11,0.08
2.1088.1145.1,2,1088,1145,1,15.34
2.1088.1145.2,2,1088,1145,2,2.7
2.1088.1145.3,2,1088,1145,3,4.88
2.1088.1145.4,2,1088,1145,4,2.24
2.1088.1145.5,2,1088,1145,5,33.86
2.1088.1145.6,2,1088,1145,6,31.2
2.1088.1145.7,2,1088,1145,7,9.78
2.1089.1146.9,2,1089,1146,9,1.36
2.1089.1146.10,2,1089,1146,10,1.4
2.1089.1146.11,2,1089,1146,11,0.13
2.1090.1147.9,2,1090,1147,9,1.76
2.1090.1147.10,2,1090,1147,10,1.92
2.1090.1147.11,2,1090,1147,11,0.18
2.1091.1148.1,2,1091,1148,1,34.59
2.1091.1148.2,2,1091,1148,2,7.45
2.1091.1148.3,2,1091,1148,3,4.77
2.1091.1148.4,2,1091,1148,4,7.92
2.1091.1148.5,2,1091,1148,5,20.08
2.1091.1148.6,2,1091,1148,6,19.04
2.1091.1148.7,2,1091,1148,7,6.15
2.1092.1149.8,2,1092,1149,8,7.2
2.1092.1149.12,2,1092,1149,12,16.2
2.1092.1149.13,2,1092,1149,13,28
2.1092.1149.14,2,1092,1149,14,13.7
2.1093.1150.8,2,1093,1150,8,6.6
2.1093.1150.12,2,1093,1150,12,10.7
2.1093.1150.13,2,1093,1150,13,23
2.1093.1150.14,2,1093,1150,14,7.4
2.1094.1151.8,2,1094,1151,8,7
2.1094.1151.12,2,1094,1151,12,10.9
2.1094.1151.13,2,1094,1151,13,17
2.1094.1151.14,2,1094,1151,14,15.2
2.1095.1152.1,2,1095,1152,1,4.91
2.1095.1152.2,2,1095,1152,2,2.53
2.1095.1152.3,2,1095,1152,3,4.39
2.1095.1152.4,2,1095,1152,4,4.93
2.1095.1152.5,2,1095,1152,5,28.53
2.1095.1152.6,2,1095,1152,6,41.61
2.1095.1152.7,2,1095,1152,7,13.11
2.1096.1153.8,2,1096,1153,8,6.4
2.1096.1153.12,2,1096,1153,12,6.5
2.1096.1153.13,2,1096,1153,13,13
2.1096.1153.14,2,1096,1153,14,5
2.1097.1154.1,2,1097,1154,1,4.76
2.1097.1154.2,2,1097,1154,2,1.76
2.1097.1154.3,2,1097,1154,3,0.95
2.1097.1154.4,2,1097,1154,4,6.42
2.1097.1154.5,2,1097,1154,5,20.78
2.1097.1154.6,2,1097,1154,6,47.93
2.1097.1154.7,2,1097,1154,7,17.41
2.1098.1155.9,2,1098,1155,9,0.56
2.1098.1155.10,2,1098,1155,10,0.6
2.1098.1155.11,2,1098,1155,11,0.05
2.1099.1156.8,2,1099,1156,8,6.6
2.1099.1156.12,2,1099,1156,12,5.8
2.1099.1156.13,2,1099,1156,13,19
2.1099.1156.14,2,1099,1156,14,8.4
2.1100.1157.9,2,1100,1157,9,0.75
2.1100.1157.10,2,1100,1157,10,0.78
2.1100.1157.11,2,1100,1157,11,0.07
2.1101.1158.8,2,1101,1158,8,6.8
2.1101.1158.12,2,1101,1158,12,5.8
2.1101.1158.13,2,1101,1158,13,15
2.1101.1158.14,2,1101,1158,14,17
2.1102.1159.9,2,1102,1159,9,2.2
2.1102.1159.10,2,1102,1159,10,2.4
2.1102.1159.11,2,1102,1159,11,0.22
2.1103.1160.1,2,1103,1160,1,40.25
2.1103.1160.2,2,1103,1160,2,9.37
2.1103.1160.3,2,1103,1160,3,2.62
2.1103.1160.4,2,1103,1160,4,9.12
2.1103.1160.5,2,1103,1160,5,17.43
2.1103.1160.6,2,1103,1160,6,16.82
2.1103.1160.7,2,1103,1160,7,4.38
2.1104.1161.1,2,1104,1161,1,19.31
2.1104.1161.2,2,1104,1161,2,9.5
2.1104.1161.3,2,1104,1161,3,7.91
2.1104.1161.4,2,1104,1161,4,6.04
2.1104.1161.5,2,1104,1161,5,26.2
2.1104.1161.6,2,1104,1161,6,25.81
2.1104.1161.7,2,1104,1161,7,5.24
2.1105.1162.1,2,1105,1162,1,8.16
2.1105.1162.2,2,1105,1162,2,4.42
2.1105.1162.3,2,1105,1162,3,3.85
2.1105.1162.4,2,1105,1162,4,7.77
2.1105.1162.5,2,1105,1162,5,30.53
2.1105.1162.6,2,1105,1162,6,35.87
2.1105.1162.7,2,1105,1162,7,9.4
2.1106.1163.9,2,1106,1163,9,1.53
2.1106.1163.10,2,1106,1163,10,1.56
2.1106.1163.11,2,1106,1163,11,0.14
2.1107.1164.8,2,1107,1164,8,5.4
2.1107.1164.12,2,1107,1164,12,7.2
2.1107.1164.13,2,1107,1164,13,11
2.1107.1164.14,2,1107,1164,14,3.3
2.1108.1165.1,2,1108,1165,1,5.85
2.1108.1165.2,2,1108,1165,2,3.42
2.1108.1165.3,2,1108,1165,3,3.94
2.1108.1165.4,2,1108,1165,4,4.2
2.1108.1165.5,2,1108,1165,5,23.6
2.1108.1165.6,2,1108,1165,6,46.82
2.1108.1165.7,2,1108,1165,7,12.19
2.1109.1166.9,2,1109,1166,9,0.68
2.1109.1166.10,2,1109,1166,10,0.68
2.1109.1166.11,2,1109,1166,11,0.06
2.1110.1167.8,2,1110,1167,8,7.2
2.1110.1167.12,2,1110,1167,12,9.2
2.1110.1167.13,2,1110,1167,13,15
2.1110.1167.14,2,1110,1167,14,9.9
2.1111.1168.9,2,1111,1168,9,1.69
2.1111.1168.10,2,1111,1168,10,1.92
2.1111.1168.11,2,1111,1168,11,0.19
2.1112.1169.8,2,1112,1169,8,7.3
2.1112.1169.12,2,1112,1169,12,7.7
2.1112.1169.13,2,1112,1169,13,19
2.1112.1169.14,2,1112,1169,14,15.6
2.1113.1170.1,2,1113,1170,1,48.45
2.1113.1170.2,2,1113,1170,2,4.02
2.1113.1170.3,2,1113,1170,3,13.68
2.1113.1170.4,2,1113,1170,4,6.52
2.1113.1170.5,2,1113,1170,5,12.85
2.1113.1170.6,2,1113,1170,6,10.65
2.1113.1170.7,2,1113,1170,7,3.83
2.1114.1171.1,2,1114,1171,1,27.96
2.1114.1171.2,2,1114,1171,2,13.44
2.1114.1171.3,2,1114,1171,3,7.59
2.1114.1171.4,2,1114,1171,4,4.53
2.1114.1171.5,2,1114,1171,5,20.84
2.1114.1171.6,2,1114,1171,6,20.49
2.1114.1171.7,2,1114,1171,7,5.15
2.1115.1172.8,2,1115,1172,8,6.7
2.1115.1172.12,2,1115,1172,12,6.4
2.1115.1172.13,2,1115,1172,13,21
2.1115.1172.14,2,1115,1172,14,9
2.1116.1173.1,2,1116,1173,1,4
2.1116.1173.2,2,1116,1173,2,1.41
2.1116.1173.3,2,1116,1173,3,2.04
2.1116.1173.4,2,1116,1173,4,1.14
2.1116.1173.5,2,1116,1173,5,13.66
2.1116.1173.6,2,1116,1173,6,55.76
2.1116.1173.7,2,1116,1173,7,21.99
2.1117.1174.9,2,1117,1174,9,0.58
2.1117.1174.10,2,1117,1174,10,0.64
2.1117.1174.11,2,1117,1174,11,0.06
2.1118.1175.8,2,1118,1175,8,6.7
2.1118.1175.12,2,1118,1175,12,10.3
2.1118.1175.13,2,1118,1175,13,22
2.1118.1175.14,2,1118,1175,14,12.4
2.1119.1176.8,2,1119,1176,8,7.1
2.1119.1176.12,2,1119,1176,12,10.1
2.1119.1176.13,2,1119,1176,13,21
2.1119.1176.14,2,1119,1176,14,12.4
2.1120.1177.9,2,1120,1177,9,2.11
2.1120.1177.10,2,1120,1177,10,2.22
2.1120.1177.11,2,1120,1177,11,0.2
2.1121.1178.1,2,1121,1178,1,6.61
2.1121.1178.2,2,1121,1178,2,1.51
2.1121.1178.3,2,1121,1178,3,5.87
2.1121.1178.4,2,1121,1178,4,7.5
2.1121.1178.5,2,1121,1178,5,35.91
2.1121.1178.6,2,1121,1178,6,35.53
2.1121.1178.7,2,1121,1178,7,7.06
2.1122.1179.9,2,1122,1179,9,1.44
2.1122.1179.10,2,1122,1179,10,1.46
2.1122.1179.11,2,1122,1179,11,0.13
2.1123.1180.8,2,1123,1180,8,5.3
2.1123.1180.12,2,1123,1180,12,5
2.1123.1180.13,2,1123,1180,13,12
2.1123.1180.14,2,1123,1180,14,4.1
2.1124.1181.1,2,1124,1181,1,34.24
2.1124.1181.2,2,1124,1181,2,5.69
2.1124.1181.3,2,1124,1181,3,12.51
2.1124.1181.4,2,1124,1181,4,27.14
2.1124.1181.5,2,1124,1181,5,8.63
2.1124.1181.6,2,1124,1181,6,8.62
2.1124.1181.7,2,1124,1181,7,3.17
2.1125.1182.9,2,1125,1182,9,1.2
2.1125.1182.10,2,1125,1182,10,1.21
2.1125.1182.11,2,1125,1182,11,0.11
2.1126.1183.1,2,1126,1183,1,23.82
2.1126.1183.2,2,1126,1183,2,2.27
2.1126.1183.3,2,1126,1183,3,11.48
2.1126.1183.4,2,1126,1183,4,9.87
2.1126.1183.5,2,1126,1183,5,24.24
2.1126.1183.6,2,1126,1183,6,22.16
2.1126.1183.7,2,1126,1183,7,6.16
2.1127.1184.8,2,1127,1184,8,6.5
2.1127.1184.12,2,1127,1184,12,4.7
2.1127.1184.13,2,1127,1184,13,22
2.1127.1184.14,2,1127,1184,14,14.1
2.1128.1185.8,2,1128,1185,8,6.8
2.1128.1185.12,2,1128,1185,12,6.1
2.1128.1185.13,2,1128,1185,13,22
2.1128.1185.14,2,1128,1185,14,16.1
2.1129.1186.9,2,1129,1186,9,1.8
2.1129.1186.10,2,1129,1186,10,1.92
2.1129.1186.11,2,1129,1186,11,0.2
2.1130.1187.9,2,1130,1187,9,1.67
2.1130.1187.10,2,1130,1187,10,1.72
2.1130.1187.11,2,1130,1187,11,0.17
2.1131.1188.1,2,1131,1188,1,47.1
2.1131.1188.2,2,1131,1188,2,9.25
2.1131.1188.3,2,1131,1188,3,9.73
2.1131.1188.4,2,1131,1188,4,3.12
2.1131.1188.5,2,1131,1188,5,14.58
2.1131.1188.6,2,1131,1188,6,13.03
2.1131.1188.7,2,1131,1188,7,3.2
2.1132.1189.8,2,1132,1189,8,7.1
2.1132.1189.12,2,1132,1189,12,4.5
2.1132.1189.13,2,1132,1189,13,23
2.1132.1189.14,2,1132,1189,14,18.1
2.1133.1190.8,2,1133,1190,8,5.2
2.1133.1190.12,2,1133,1190,12,2.7
2.1133.1190.13,2,1133,1190,13,12
2.1133.1190.14,2,1133,1190,14,6.9
2.1134.1191.1,2,1134,1191,1,17.43
2.1134.1191.2,2,1134,1191,2,3.16
2.1134.1191.3,2,1134,1191,3,9.34
2.1134.1191.4,2,1134,1191,4,7.74
2.1134.1191.5,2,1134,1191,5,26.86
2.1134.1191.6,2,1134,1191,6,26.52
2.1134.1191.7,2,1134,1191,7,8.95
2.1135.1192.8,2,1135,1192,8,7
2.1135.1192.12,2,1135,1192,12,5.6
2.1135.1192.13,2,1135,1192,13,24
2.1135.1192.14,2,1135,1192,14,19.7
2.1136.1193.8,2,1136,1193,8,6.9
2.1136.1193.12,2,1136,1193,12,8.9
2.1136.1193.13,2,1136,1193,13,25
2.1136.1193.14,2,1136,1193,14,9.8
2.1137.1194.1,2,1137,1194,1,8
2.1137.1194.2,2,1137,1194,2,1.88
2.1137.1194.3,2,1137,1194,3,7.37
2.1137.1194.4,2,1137,1194,4,12.96
2.1137.1194.5,2,1137,1194,5,34.61
2.1137.1194.6,2,1137,1194,6,28.26
2.1137.1194.7,2,1137,1194,7,6.92
2.1138.1195.8,2,1138,1195,8,6.4
2.1138.1195.12,2,1138,1195,12,8.8
2.1138.1195.13,2,1138,1195,13,22
2.1138.1195.14,2,1138,1195,14,7.9
2.1139.1196.1,2,1139,1196,1,6.88
2.1139.1196.2,2,1139,1196,2,3.67
2.1139.1196.3,2,1139,1196,3,6.2
2.1139.1196.4,2,1139,1196,4,13
2.1139.1196.5,2,1139,1196,5,35.76
2.1139.1196.6,2,1139,1196,6,28.38
2.1139.1196.7,2,1139,1196,7,6.12
2.1140.1197.8,2,1140,1197,8,6.3
2.1140.1197.12,2,1140,1197,12,4.6
2.1140.1197.13,2,1140,1197,13,15
2.1140.1197.14,2,1140,1197,14,5.3
2.1141.1198.9,2,1141,1198,9,1.04
2.1141.1198.10,2,1141,1198,10,1.04
2.1141.1198.11,2,1141,1198,11,0.09
2.1142.1199.1,2,1142,1199,1,14.03
2.1142.1199.2,2,1142,1199,2,3.64
2.1142.1199.3,2,1142,1199,3,10.45
2.1142.1199.4,2,1142,1199,4,13.31
2.1142.1199.5,2,1142,1199,5,31.23
2.1142.1199.6,2,1142,1199,6,22.14
2.1142.1199.7,2,1142,1199,7,5.2
2.1143.1200.9,2,1143,1200,9,0.91
2.1143.1200.10,2,1143,1200,10,0.94
2.1143.1200.11,2,1143,1200,11,0.09
2.1144.1201.1,2,1144,1201,1,11.72
2.1144.1201.2,2,1144,1201,2,2.86
2.1144.1201.3,2,1144,1201,3,8.94
2.1144.1201.4,2,1144,1201,4,15.6
2.1144.1201.5,2,1144,1201,5,32.3
2.1144.1201.6,2,1144,1201,6,22.7
2.1144.1201.7,2,1144,1201,7,5.89
2.1145.1202.8,2,1145,1202,8,6.6
2.1145.1202.12,2,1145,1202,12,6.8
2.1145.1202.13,2,1145,1202,13,17
2.1145.1202.14,2,1145,1202,14,6.1
2.1146.1203.9,2,1146,1203,9,0.86
2.1146.1203.10,2,1146,1203,10,0.88
2.1146.1203.11,2,1146,1203,11,0.08
2.1147.1204.8,2,1147,1204,8,6.4
2.1147.1204.12,2,1147,1204,12,11.6
2.1147.1204.13,2,1147,1204,13,24
2.1147.1204.14,2,1147,1204,14,7.3
2.1148.1205.8,2,1148,1205,8,6
2.1148.1205.12,2,1148,1205,12,8.3
2.1148.1205.13,2,1148,1205,13,17
2.1148.1205.14,2,1148,1205,14,6
2.1149.1206.9,2,1149,1206,9,0.84
2.1149.1206.10,2,1149,1206,10,0.84
2.1149.1206.11,2,1149,1206,11,0.07
2.1150.1207.8,2,1150,1207,8,7.1
2.1150.1207.12,2,1150,1207,12,4.3
2.1150.1207.13,2,1150,1207,13,19
2.1150.1207.14,2,1150,1207,14,13.8
2.1151.1208.9,2,1151,1208,9,1.07
2.1151.1208.10,2,1151,1208,10,1.07
2.1151.1208.11,2,1151,1208,11,0.1
2.1152.1209.1,2,1152,1209,1,3.28
2.1152.1209.2,2,1152,1209,2,1.17
2.1152.1209.3,2,1152,1209,3,2.92
2.1152.1209.4,2,1152,1209,4,5.26
2.1152.1209.5,2,1152,1209,5,23.3
2.1152.1209.6,2,1152,1209,6,42.62
2.1152.1209.7,2,1152,1209,7,21.45
2.1153.1210.9,2,1153,1210,9,0.84
2.1153.1210.10,2,1153,1210,10,0.84
2.1153.1210.11,2,1153,1210,11,0.08
2.1154.1211.8,2,1154,1211,8,6.5
2.1154.1211.12,2,1154,1211,12,6.9
2.1154.1211.13,2,1154,1211,13,12
2.1154.1211.14,2,1154,1211,14,7.4
2.1155.1212.1,2,1155,1212,1,3.44
2.1155.1212.2,2,1155,1212,2,1.16
2.1155.1212.3,2,1155,1212,3,2.64
2.1155.1212.4,2,1155,1212,4,6.75
2.1155.1212.5,2,1155,1212,5,33.99
2.1155.1212.6,2,1155,1212,6,43.32
2.1155.1212.7,2,1155,1212,7,8.69
2.1156.1213.1,2,1156,1213,1,3.64
2.1156.1213.2,2,1156,1213,2,4.3
2.1156.1213.3,2,1156,1213,3,1.02
2.1156.1213.4,2,1156,1213,4,6.87
2.1156.1213.5,2,1156,1213,5,23.14
2.1156.1213.6,2,1156,1213,6,44.83
2.1156.1213.7,2,1156,1213,7,16.2
2.1157.1214.9,2,1157,1214,9,0.6
2.1157.1214.10,2,1157,1214,10,0.63
2.1157.1214.11,2,1157,1214,11,0.05
2.1158.1215.9,2,1158,1215,9,0.8
2.1158.1215.10,2,1158,1215,10,0.81
2.1158.1215.11,2,1158,1215,11,0.07
2.1159.1216.8,2,1159,1216,8,6.3
2.1159.1216.12,2,1159,1216,12,4.4
2.1159.1216.13,2,1159,1216,13,9
2.1159.1216.14,2,1159,1216,14,4
2.1160.1217.8,2,1160,1217,8,6.2
2.1160.1217.12,2,1160,1217,12,5.3
2.1160.1217.13,2,1160,1217,13,10
2.1160.1217.14,2,1160,1217,14,4.3
2.1161.1218.9,2,1161,1218,9,0.85
2.1161.1218.10,2,1161,1218,10,0.85
2.1161.1218.11,2,1161,1218,11,0.08
2.1162.1219.8,2,1162,1219,8,5.9
2.1162.1219.12,2,1162,1219,12,3.2
2.1162.1219.13,2,1162,1219,13,9
2.1162.1219.14,2,1162,1219,14,3.4
2.1163.1220.9,2,1163,1220,9,0.83
2.1163.1220.10,2,1163,1220,10,0.85
2.1163.1220.11,2,1163,1220,11,0.08
2.1164.1221.9,2,1164,1221,9,0.62
2.1164.1221.10,2,1164,1221,10,0.62
2.1164.1221.11,2,1164,1221,11,0.06
2.1165.1222.1,2,1165,1222,1,6.97
2.1165.1222.2,2,1165,1222,2,0.81
2.1165.1222.3,2,1165,1222,3,12.23
2.1165.1222.4,2,1165,1222,4,18.75
2.1165.1222.5,2,1165,1222,5,34.74
2.1165.1222.6,2,1165,1222,6,22.4
2.1165.1222.7,2,1165,1222,7,4.11
2.1166.1223.8,2,1166,1223,8,6.6
2.1166.1223.12,2,1166,1223,12,5.3
2.1166.1223.13,2,1166,1223,13,16
2.1166.1223.14,2,1166,1223,14,6.1
2.1167.1224.9,2,1167,1224,9,1.05
2.1167.1224.10,2,1167,1224,10,1.07
2.1167.1224.11,2,1167,1224,11,0.1
2.1168.1225.8,2,1168,1225,8,5.4
2.1168.1225.12,2,1168,1225,12,1.9
2.1168.1225.13,2,1168,1225,13,10
2.1168.1225.14,2,1168,1225,14,6.6
2.1169.1226.8,2,1169,1226,8,5.7
2.1169.1226.12,2,1169,1226,12,3.1
2.1169.1226.13,2,1169,1226,13,11
2.1169.1226.14,2,1169,1226,14,4.2
2.1170.1227.1,2,1170,1227,1,12.74
2.1170.1227.2,2,1170,1227,2,6.63
2.1170.1227.3,2,1170,1227,3,9.12
2.1170.1227.4,2,1170,1227,4,13.24
2.1170.1227.5,2,1170,1227,5,31.51
2.1170.1227.6,2,1170,1227,6,21.16
2.1170.1227.7,2,1170,1227,7,5.59
2.1171.1228.8,2,1171,1228,8,5.1
2.1171.1228.12,2,1171,1228,12,6.1
2.1171.1228.13,2,1171,1228,13,7
2.1171.1228.14,2,1171,1228,14,3
2.1172.1229.1,2,1172,1229,1,7.95
2.1172.1229.2,2,1172,1229,2,4.01
2.1172.1229.3,2,1172,1229,3,6.54
2.1172.1229.4,2,1172,1229,4,13.47
2.1172.1229.5,2,1172,1229,5,31.49
2.1172.1229.6,2,1172,1229,6,31.02
2.1172.1229.7,2,1172,1229,7,5.52
2.1173.1230.8,2,1173,1230,8,5.7
2.1173.1230.12,2,1173,1230,12,4.5
2.1173.1230.13,2,1173,1230,13,15
2.1173.1230.14,2,1173,1230,14,6.6
2.1174.1231.9,2,1174,1231,9,0.83
2.1174.1231.10,2,1174,1231,10,0.85
2.1174.1231.11,2,1174,1231,11,0.08
2.1175.1232.8,2,1175,1232,8,6.9
2.1175.1232.12,2,1175,1232,12,3.1
2.1175.1232.13,2,1175,1232,13,11
2.1175.1232.14,2,1175,1232,14,3.6
2.1176.1233.8,2,1176,1233,8,6.9
2.1176.1233.12,2,1176,1233,12,13.3
2.1176.1233.13,2,1176,1233,13,27
2.1176.1233.14,2,1176,1233,14,7.3
2.1177.1234.8,2,1177,1234,8,6.1
2.1177.1234.12,2,1177,1234,12,7.6
2.1177.1234.13,2,1177,1234,13,7
2.1177.1234.14,2,1177,1234,14,4
2.1178.1235.8,2,1178,1235,8,6.3
2.1178.1235.12,2,1178,1235,12,6.7
2.1178.1235.13,2,1178,1235,13,15
2.1178.1235.14,2,1178,1235,14,3.3
2.1179.1236.8,2,1179,1236,8,6
2.1179.1236.12,2,1179,1236,12,5.5
2.1179.1236.13,2,1179,1236,13,7
2.1179.1236.14,2,1179,1236,14,3.1
2.1180.1237.8,2,1180,1237,8,7.2
2.1180.1237.12,2,1180,1237,12,12.9
2.1180.1237.13,2,1180,1237,13,13
2.1180.1237.14,2,1180,1237,14,6.2
2.1181.1238.8,2,1181,1238,8,4.9
2.1181.1238.12,2,1181,1238,12,6.4
2.1181.1238.13,2,1181,1238,13,9
2.1181.1238.14,2,1181,1238,14,2.1
2.1182.1239.8,2,1182,1239,8,4.9
2.1182.1239.12,2,1182,1239,12,5.5
2.1182.1239.13,2,1182,1239,13,9
2.1182.1239.14,2,1182,1239,14,2.3
2.1183.1240.8,2,1183,1240,8,6.5
2.1183.1240.12,2,1183,1240,12,12.6
2.1183.1240.13,2,1183,1240,13,15
2.1183.1240.14,2,1183,1240,14,5.8
2.1184.1241.1,2,1184,1241,1,1.75
2.1184.1241.2,2,1184,1241,2,1.7
2.1184.1241.3,2,1184,1241,3,0.64
2.1184.1241.4,2,1184,1241,4,1.02
2.1184.1241.5,2,1184,1241,5,19.33
2.1184.1241.6,2,1184,1241,6,51.79
2.1184.1241.7,2,1184,1241,7,23.77
2.1185.1242.9,2,1185,1242,9,0.9
2.1185.1242.10,2,1185,1242,10,0.94
2.1185.1242.11,2,1185,1242,11,0.08
2.1186.1243.9,2,1186,1243,9,0.46
2.1186.1243.10,2,1186,1243,10,0.5
2.1186.1243.11,2,1186,1243,11,0.04
2.1187.1244.1,2,1187,1244,1,14.59
2.1187.1244.2,2,1187,1244,2,4.41
2.1187.1244.3,2,1187,1244,3,8.95
2.1187.1244.4,2,1187,1244,4,7.83
2.1187.1244.5,2,1187,1244,5,26.49
2.1187.1244.6,2,1187,1244,6,24.57
2.1187.1244.7,2,1187,1244,7,13.15
2.1188.1245.9,2,1188,1245,9,1.01
2.1188.1245.10,2,1188,1245,10,1.02
2.1188.1245.11,2,1188,1245,11,0.1
2.1189.1246.1,2,1189,1246,1,2.93
2.1189.1246.2,2,1189,1246,2,0.57
2.1189.1246.3,2,1189,1246,3,2.6
2.1189.1246.4,2,1189,1246,4,4.28
2.1189.1246.5,2,1189,1246,5,21.81
2.1189.1246.6,2,1189,1246,6,52.37
2.1189.1246.7,2,1189,1246,7,15.43
2.1190.1247.9,2,1190,1247,9,0.99
2.1190.1247.10,2,1190,1247,10,1.04
2.1190.1247.11,2,1190,1247,11,0.09
2.1191.1248.8,2,1191,1248,8,5
2.1191.1248.12,2,1191,1248,12,7.6
2.1191.1248.13,2,1191,1248,13,21
2.1191.1248.14,2,1191,1248,14,5.4
2.1192.1249.8,2,1192,1249,8,6.5
2.1192.1249.12,2,1192,1249,12,9.1
2.1192.1249.13,2,1192,1249,13,13
2.1192.1249.14,2,1192,1249,14,4.2
2.1193.1250.1,2,1193,1250,1,20.47
2.1193.1250.2,2,1193,1250,2,6.62
2.1193.1250.3,2,1193,1250,3,6.69
2.1193.1250.4,2,1193,1250,4,10.5
2.1193.1250.5,2,1193,1250,5,24.49
2.1193.1250.6,2,1193,1250,6,23.3
2.1193.1250.7,2,1193,1250,7,7.94
2.1194.1251.8,2,1194,1251,8,6.4
2.1194.1251.12,2,1194,1251,12,10.4
2.1194.1251.13,2,1194,1251,13,17
2.1194.1251.14,2,1194,1251,14,8.3
2.1195.1252.8,2,1195,1252,8,6.3
2.1195.1252.12,2,1195,1252,12,10.7
2.1195.1252.13,2,1195,1252,13,22
2.1195.1252.14,2,1195,1252,14,13.1
2.1196.1253.9,2,1196,1253,9,1.11
2.1196.1253.10,2,1196,1253,10,1.12
2.1196.1253.11,2,1196,1253,11,0.09
2.1197.1254.8,2,1197,1254,8,4.7
2.1197.1254.12,2,1197,1254,12,9
2.1197.1254.13,2,1197,1254,13,11
2.1197.1254.14,2,1197,1254,14,1.6
2.1198.1255.1,2,1198,1255,1,14.92
2.1198.1255.2,2,1198,1255,2,3.7
2.1198.1255.3,2,1198,1255,3,9.74
2.1198.1255.4,2,1198,1255,4,11.84
2.1198.1255.5,2,1198,1255,5,31.7
2.1198.1255.6,2,1198,1255,6,22.7
2.1198.1255.7,2,1198,1255,7,5.39
2.1199.1256.8,2,1199,1256,8,6.3
2.1199.1256.12,2,1199,1256,12,11.3
2.1199.1256.13,2,1199,1256,13,15
2.1199.1256.14,2,1199,1256,14,3.4
2.1200.1257.1,2,1200,1257,1,2.42
2.1200.1257.2,2,1200,1257,2,0.64
2.1200.1257.3,2,1200,1257,3,2.12
2.1200.1257.4,2,1200,1257,4,7.64
